Date,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC
2016-11-16,0.02098926537679619,-0.09869376277721509,0.16335191887729825,0.06788366003982389
2016-11-17,0.04456686588512679,-0.08859132219614299,0.1772623578384837,0.08606524820176838
2016-11-18,0.04264250664572099,-0.10743942419827629,0.16929873529123363,0.07155575142814519
2016-11-21,0.04920526720792809,-0.10177354686592507,0.18587710379575734,0.07843431411806388
2016-11-22,0.03357219356387229,-0.12415141750351588,0.18120449356044885,0.05389579163121309
2016-11-23,0.03978186801312299,-0.11415041096258668,0.16144205926674032,0.053247170672297686
2016-11-24,0.05357377408320979,-0.09127497258079528,0.16069405623024932,0.06447791392369398
2016-11-25,0.04919190469771939,-0.08445014625951888,0.15564675599738143,0.05142507522337159
2016-11-28,0.03994687639343809,-0.07635217119813609,0.15302308555890973,0.04847559907676119
2016-11-29,0.03875611528092799,-0.08481484995357379,0.16567264849006544,0.05970593938951969
2016-11-30,0.037429300751408226,-0.08961930467598198,0.15637026661473344,0.04549009624694028
2016-12-01,0.02790695119878693,-0.10406786572822929,0.14770097210111544,0.029338108101875388
2016-12-02,0.03655684429044614,-0.09613115920198649,0.14959493696556583,0.032373374273257184
2016-12-05,0.04668289556599313,-0.09291020433978749,0.14928101601106034,0.049089169508185884
2016-12-06,0.05672040128320283,-0.09133758033700268,0.13573959442023123,0.05125486859340959
2016-12-07,0.059179645249287524,-0.10932283902832568,0.15506837630588832,0.05602331723627409
2016-12-08,0.05647158897523913,-0.09862256177451968,0.14843405293894923,0.04682835725074029
2016-12-09,0.054706818301834235,-0.09124375978022718,0.1661437464298901,0.04984885109284938
2016-12-12,0.044367860190523634,-0.09692999297878369,0.16256260059071245,0.024610187365094287
2016-12-13,0.05358224294053923,-0.09106112121933799,0.17346225792003234,0.039929252617241284
2016-12-14,0.05825933350868374,-0.0766041778293152,0.17594142051863493,0.046235164155405586
2016-12-15,0.05057907254140253,-0.09589651895640809,0.18015579465067352,0.029192232288506988
2016-12-16,0.058990818015996836,-0.08887903789269448,0.20149776320225724,0.031212752889887087
2016-12-19,0.05412492130357123,-0.0845021803818104,0.19372103917876202,0.024987651271016383
2016-12-20,0.06286463230418553,-0.07601029844907459,0.19498083837499064,0.026513097780388285
2016-12-21,0.053102287873597234,-0.0720546523114823,0.19344231005796622,0.003921132492687885
2016-12-22,0.03312687559182353,-0.07945961697237998,0.202626208906545,-0.03254618989227732
2016-12-23,0.03502259105413513,-0.06909191356030349,0.20741404153312903,-0.03380165374162482
2016-12-27,0.04330027399276993,-0.06918348308024938,0.20063689895519443,-0.032713609963326916
2016-12-28,0.028389639693170134,-0.08007512984692138,0.1914703040445001,-0.03113829775073172
2016-12-29,0.02686184878523843,-0.08574900156883339,0.19456870034772172,0.004782807038741679
2016-12-30,0.02299206852264853,-0.08138793524637498,0.1911113470025833,-0.007896174601853621
2017-01-03,0.027838029362405932,-0.07212429898839288,0.20755670268616425,0.00883577148693298
2017-01-04,0.034257593059651426,-0.06598742538232119,0.19505419792098871,0.02254296630532008
2017-01-05,0.04797382751385023,-0.044832827936541586,0.18571201887853853,0.052823348178646784
2017-01-06,0.048920124393220535,-0.05430004638075468,0.1831382699771406,0.07504680045558668
2017-01-09,0.04676798353508123,-0.052949502480332984,0.17404640898324675,0.06949577895243288
2017-01-10,0.05039322135777753,-0.042560379132690083,0.18127461363414463,0.07980010457643208
2017-01-11,0.06373922788995723,-0.05232677601171259,0.19575842921851264,0.08188659203365588
2017-01-12,0.05589798354949673,-0.05545284069297268,0.18739511276578252,0.07330523978094897
2017-01-13,0.07024912196577274,-0.058480592211060785,0.19486903375591824,0.09924590640494307
2017-01-16,0.07732103027783954,-0.04932843616100069,0.18566594530116953,0.10821476658953758
2017-01-17,0.07653464119058294,-0.046852953031252885,0.16778392009126303,0.11531535458117488
2017-01-18,0.08234937955309533,-0.024712134174532184,0.16275084225619393,0.11643808630518968
2017-01-19,0.08328856238917863,-0.04277080991351338,0.15529112151788702,0.1370437582788563
2017-01-20,0.07708929805053853,-0.057208753047378984,0.14734327432708133,0.12275046238329657
2017-01-23,0.08576661672348354,-0.05143825280845988,0.15523916120898343,0.15193053054132208
2017-01-24,0.09765073938230093,-0.04156201740293099,0.147156784917945,0.18130014167011999
2017-01-25,0.10292242543000513,-0.03242628649690568,0.1506277319439014,0.1880982241070329
2017-01-26,0.11425818326532483,-0.04282585385907528,0.14914968712652513,0.1887475839190459
2017-01-27,0.11218782287945624,-0.04368635122199358,0.1799395425578774,0.18169553430807947
2017-01-30,0.10796695765490984,-0.05314262804766368,0.1814522934918771,0.1652214629869886
2017-01-31,0.12306960720816612,-0.03250773780688698,0.1678464677529074,0.17075732361820758
2017-02-01,0.11466901472357693,-0.03216227291101538,0.16362350360451838,0.15097869564935307
2017-02-02,0.11141538654972653,-0.026082635210031485,0.16465629867966342,0.14750514390619557
2017-02-03,0.09873893497540263,-0.034581873227921986,0.1562361949886174,0.13037359895542389
2017-02-06,0.09276553508582724,-0.031388478625175284,0.1435129882799862,0.12399340190410109
2017-02-07,0.09285728532485132,-0.04700683586617838,0.14761181589766062,0.12292746020775328
2017-02-08,0.09318461912769313,-0.04800378616157718,0.14753842027082112,0.12132737476319848
2017-02-09,0.09470155778600783,-0.048456362456843184,0.16225789906216612,0.13433685924216318
2017-02-10,0.09069828645397084,-0.060110377636205886,0.154937259226944,0.14044353502273568
2017-02-13,0.07967981038091504,-0.07006326463407009,0.1467064553558002,0.13888084734773937
2017-02-14,0.08357526404940803,-0.05807277508935429,0.14690067232973203,0.155777865714055
2017-02-15,0.08230994934140504,-0.05101095246097729,0.1520529139394733,0.1561745972059399
2017-02-16,0.07370736677069403,-0.05759515045464058,0.1222624909150925,0.1698164180002249
2017-02-17,0.07848486774724633,-0.055950669131233484,0.1988797454456535,0.1796738440476492
2017-02-20,0.08071386382738473,-0.05029453048033648,0.1957475354854113,0.1810193955423007
2017-02-21,0.09383586690822013,-0.030051332666164884,0.1904257172515981,0.21058306651372927
2017-02-22,0.09518100471398494,-0.03484996790782118,0.1839200766321764,0.21634562683299496
2017-02-23,0.09365178932719863,-0.03513742550272728,0.1805363786896828,0.21476072336925967
2017-02-24,0.09144317082288843,-0.031421491872043385,0.18250558116116228,0.21708080324023887
2017-02-27,0.09408867425710117,-0.024797215372437783,0.1594487449088469,0.2204311435800421
2017-02-28,0.08911952545983838,-0.028669243376715885,0.16967604252380572,0.22202680818943968
2017-03-01,0.08929307509361067,-0.021306078099926885,0.168361816098508,0.21196035925614917
2017-03-02,0.08225229249299458,-0.017362243335737184,0.16378883737919148,0.2165387649998373
2017-03-03,0.08568495708627517,-0.015973945116052286,0.1704081773845633,0.22464369769090767
2017-03-06,0.07276707681594317,-0.039115419794580185,0.15094804580536691,0.20365651893521297
2017-03-07,0.09830509681421867,-0.018528619053047684,0.1801546725366287,0.23643206113949616
2017-03-08,0.11403793262161538,0.0003257220708449166,0.18880862388368058,0.2646151351206159
2017-03-09,0.10038043966325438,-0.024010723099300482,0.1787475098692762,0.2450354884894899
2017-03-10,0.0943490217212126,-0.03400388284755038,0.162413219286328,0.22159269629458428
2017-03-13,0.08872189918319588,-0.03822828134697348,0.1386240954291773,0.22304631093354488
2017-03-14,0.08227082739739039,-0.046644465845612784,0.137060009088575,0.19558236684049404
2017-03-15,0.09132153186160039,-0.04014822632007338,0.14511520720025858,0.20259115505631348
2017-03-16,0.10160427934140068,-0.03690961970518929,0.15156544401945068,0.21448795411979557
2017-03-17,0.10222821041092468,-0.046813218140332985,0.1358452597662378,0.23020910507681297
2017-03-20,0.10350428657011919,-0.048496481860454285,0.13963729385366738,0.2243060944932689
2017-03-21,0.07580423044698009,-0.06944577207157608,0.12223593001399631,0.1835073973182971
2017-03-22,0.07099011947958968,-0.07321349041755458,0.1227853910071379,0.1878074756981093
2017-03-23,0.06893121474483069,-0.07745117560532819,0.1356549192834611,0.178884253175787
2017-03-24,0.07383308436234338,-0.08319650053560558,0.12208772866740039,0.18421596284369848
2017-03-27,0.06796147508341008,-0.07883910196751488,0.121482443275446,0.17689623969641902
2017-03-28,0.07185812288732737,-0.07549185337955389,0.1215867077191848,0.18569578682083018
2017-03-29,0.07731098433823819,-0.0762579078381038,0.1190218925048519,0.1775586548562622
2017-03-30,0.08248056369440689,-0.07629691117823688,0.1188231485057115,0.2156709108355811
2017-03-31,0.07652364233369087,-0.09640249914356427,0.12082520628908909,0.1978221042786806
2017-04-03,0.07166129120100088,-0.09919530897647377,0.1267417747677497,0.2143700330857108
2017-04-04,0.06938576964235457,-0.10099552902861958,0.120809507846199,0.20387422330709828
2017-04-05,0.06123802615757508,-0.10196071736122903,0.1219721684548738,0.19620701575655738
2017-04-06,0.06564592239572888,-0.09700392635965982,0.1304844200775718,0.1895062356937922
2017-04-07,0.06740517731463058,-0.10347764121092122,0.14140659002673628,0.18327435705017012
2017-04-10,0.07215078538491808,-0.09881307311980742,0.1405053907148628,0.19069503801073742
2017-04-11,0.07058827114215835,-0.10215599568072953,0.1369185744407097,0.19481599067636493
2017-04-12,0.06564164674681416,-0.10771283322250262,0.1505796810445913,0.1785604153842491
2017-04-13,0.06870027162877565,-0.11168652197779631,0.1539012417405144,0.17468598393061352
2017-04-17,0.07037482183303635,-0.12355499598537302,0.1574380551680902,0.18080378908032882
2017-04-18,0.06677106344852825,-0.13233610910742974,0.15667384865617112,0.1785521312239538
2017-04-19,0.06184282005989026,-0.13257034696734313,0.12277286879303981,0.1648569457912053
2017-04-20,0.06795973769188676,-0.12489525309423871,0.1275995781422519,0.18200346554699942
2017-04-21,0.07383458240985266,-0.13782571304622224,0.11560857369717631,0.18191299887228124
2017-04-24,0.08204605882899625,-0.13024876043034833,0.1272608699663779,0.19554793335253584
2017-04-25,0.08738125053457016,-0.13115322909449204,0.1269578218422079,0.20276827074822232
2017-04-26,0.09124902593807026,-0.12497368299950073,0.1162251378552801,0.21287296873334743
2017-04-27,0.08660066283503086,-0.12466761825223721,0.1174633256307786,0.20122306183550923
2017-04-28,0.08801482467492945,-0.12125075591647493,0.1139304040081138,0.20341082694062082
2017-05-01,0.09283889793220985,-0.11981525363212092,0.1026720158666574,0.20925141795251742
2017-05-02,0.08995052062082416,-0.11752027422632443,0.096646239553057,0.20151682099111093
2017-05-03,0.08944475496912965,-0.12831922282415872,0.0961988145078209,0.18641749423679974
2017-05-04,0.08710326730172917,-0.12399057279635883,0.0994789154032727,0.1917959704198816
2017-05-05,0.09899977188237474,-0.11628743642180142,0.10417406643622751,0.20640476147306613
2017-05-08,0.09814674957447235,-0.10246934091526112,0.1020464287403796,0.22750936671293592
2017-05-09,0.09801393818387515,-0.09144210492618272,0.1022242679720171,0.23097531783924763
2017-05-10,0.10133031471533305,-0.09302190636021868,0.1105792399676825,0.23765918361602592
2017-05-11,0.09958802173287845,-0.08984523522438087,0.1055758935554445,0.23764119098285788
2017-05-12,0.09904899570028836,-0.08861484720944737,0.10970776493887889,0.23406055178550988
2017-05-15,0.10420012651865404,-0.08447820069188706,0.1019291094454382,0.23823082754191727
2017-05-16,0.08627702254578835,-0.08997307494055547,0.09678048736517665,0.23090833415081768
2017-05-17,0.06659801018102206,-0.09594096984730577,0.09779829352722696,0.2032778200394351
2017-05-18,0.06841185100043996,-0.10293786876880688,0.10434817154469046,0.2076368045092037
2017-05-19,0.06927206860717365,-0.10705055227465628,0.10579083171238826,0.20888676445160548
2017-05-22,0.06938360069196076,-0.10613039775302036,0.11339793675377326,0.21619484006410916
2017-05-23,0.07742131767293556,-0.10540268011698185,0.12586847004689136,0.21671778106525397
2017-05-24,0.10105164814811045,-0.09091112574194385,0.16595400612264977,0.2420595936630918
2017-05-25,0.09584385222738476,-0.10327808566753985,0.14368123394250587,0.24069731055992216
2017-05-26,0.10696416463777496,-0.09511679789120375,0.15223688263187746,0.248950334131124
2017-05-30,0.11009635906607186,-0.10406433096189316,0.15341414949103277,0.24880893226427278
2017-05-31,0.10591089463479544,-0.10873132598060735,0.13727943811337137,0.24560280576938168
2017-06-01,0.11689942942394525,-0.09767763022063715,0.14686670663184206,0.2565912058282277
2017-06-02,0.12048169138388255,-0.09315179076213395,0.17005559317435098,0.26483121808587096
2017-06-05,0.11330286993347896,-0.09265318422811984,0.16601494343471726,0.26440072340314513
2017-06-06,0.09930078276579415,-0.10203337943588835,0.15338923868140067,0.24804696262743423
2017-06-07,0.09027640713085226,-0.11236514195726949,0.14670617381241846,0.2513752758637928
2017-06-08,0.09119568131201086,-0.1097840222524624,0.14002153919219126,0.2571974966901009
2017-06-09,0.08357929863671945,-0.09753597803906328,0.13008458843456006,0.2306623142330663
2017-06-12,0.07973850815428005,-0.09568965842603669,0.12676584182169337,0.2260486985491536
2017-06-13,0.08556364383022244,-0.0913252530166904,0.12737712581215177,0.23384894036064452
2017-06-14,0.08547217066304964,-0.07468467105561719,0.13813199229611547,0.2382812146409289
2017-06-15,0.07682154325265525,-0.07849107681890999,0.12848676638100257,0.23243244451216052
2017-06-16,0.08317409884702075,-0.08108509560788578,0.11526006485216357,0.23661882601242473
2017-06-19,0.09170095606548115,-0.07001086899711409,0.13007935111675195,0.2452877722340963
2017-06-20,0.07617722370056515,-0.07315902209653198,0.12699296905803376,0.224437883871353
2017-06-21,0.07847138470726245,-0.06106263811757939,0.12590008250615337,0.24682410434874721
2017-06-22,0.08489061287839016,-0.04964804955087039,0.12560430245136156,0.2563217159238939
2017-06-23,0.08739171661190864,-0.06065615423788819,0.11337103993622047,0.26227036305370977
2017-06-26,0.10458534354631514,-0.049432433609869084,0.12962724690675367,0.28213337839951314
2017-06-27,0.09775919125160876,-0.04820089605579839,0.11707495557044098,0.2619506535955144
2017-06-28,0.11584526908935545,-0.04488480730671639,0.12562838746749028,0.2833679192628144
2017-06-29,0.10672105527087286,-0.04013099570667269,0.09389111783338326,0.2564312042814784
2017-06-30,0.11323236922513465,-0.03321601209730659,0.09298144987288007,0.25842453238358437
2017-07-03,0.10246371311818446,-0.04153062744452719,0.08089352355156626,0.2486447503896331
2017-07-05,0.10199492057063186,-0.044671777427862686,0.08147004665309236,0.2578911601978894
2017-07-06,0.10103405326733846,-0.060379701170553496,0.07384244018365096,0.24930693164352008
2017-07-07,0.10654582775643426,-0.05503031936927259,0.07912380657595337,0.2552610097281418
2017-07-10,0.10733856574949936,-0.054088748426622285,0.06797897577562406,0.268165448027275
2017-07-11,0.11341948135244016,-0.05607427658185689,0.08302089278897186,0.2820800539351152
2017-07-12,0.12634437652808064,-0.04010221929344069,0.09803659214869577,0.30532704647980435
2017-07-13,0.13570364711462266,-0.03422954384192659,0.10462724744420966,0.31573163578726887
2017-07-14,0.13805314832356044,-0.02196224678580979,0.10993955203060025,0.3198478479806078
2017-07-17,0.13525610331998034,-0.014504272073099988,0.09923434376899637,0.31154261379717035
2017-07-18,0.14526690239736215,-0.02073091596655959,0.10552174350511886,0.3366544000960075
2017-07-19,0.15746281809458285,-0.006299255411947589,0.10995922628130816,0.3620993454124925
2017-07-20,0.16828831942434883,0.030917463480959813,0.12864587396237187,0.36815779058315956
2017-07-21,0.16140533269487803,0.019841106477264406,0.15116878118449678,0.36551536131711126
2017-07-24,0.13930487133896163,0.0034914972521552074,0.12948819477943488,0.3528117431281976
2017-07-25,0.14192659546298025,0.011224864785737807,0.11869412593223516,0.3446137278148024
2017-07-26,0.14232992309172424,0.012594024287648909,0.12074121142942126,0.3542522130044255
2017-07-27,0.15026899845267674,0.007639108035471807,0.12659612129920478,0.34676165456597696
2017-07-28,0.15078714688031605,0.006299741911252308,0.12279662737332887,0.3524608060432653
2017-07-31,0.16448736230396577,0.0035422078719118087,0.13312930195187136,0.37774044644460286
2017-08-01,0.15266163391028215,0.00978715173010831,0.11159870256643176,0.3539871624650733
2017-08-02,0.14967698443788405,0.01210868490826711,0.10125577555021696,0.3379644863996736
2017-08-03,0.14005708540473366,-0.010257757572842191,0.08945650892840927,0.3262150099803038
2017-08-04,0.13384782648652954,-0.01568647113187329,0.09460159266787917,0.33970955468423386
2017-08-07,0.13128116373598783,-0.032146114235417494,0.08508241355448966,0.347859778230617
2017-08-08,0.12732354849447536,-0.03112040159348299,0.07121842712403066,0.3476682429353706
2017-08-09,0.13191499915747273,-0.04176508030904849,0.08803703824936107,0.3480349591155428
2017-08-10,0.13191499915747273,-0.04176508030904849,0.08803703824936107,0.3480349591155428
2017-08-11,0.13011996148071375,-0.04126516856635179,0.08249858312386667,0.3464011577710703
2017-08-14,0.14354234399368665,-0.04457459588709229,0.09011066557623096,0.360145175912185
2017-08-15,0.13849971452574894,-0.03429870069780319,0.08008691738016546,0.33552450368780073
2017-08-16,0.1401056476369608,-0.034853741794796896,0.10059336316365747,0.3449952378848027
2017-08-17,0.1460756304330082,-0.03338671383306879,0.09455396375590566,0.34059129329598625
2017-08-18,0.14758692960295108,-0.03506344746166529,0.08615368235950677,0.34705747810113097
2017-08-21,0.1405782619755642,-0.04068408572490399,0.09230221461122727,0.34332541192228394
2017-08-22,0.13852156629420379,-0.03252199365145969,0.10064901013598966,0.35454471703337503
2017-08-23,0.1232612221622,-0.02924763316521749,0.06379941428640706,0.32954088356607
2017-08-24,0.12186539301867269,-0.03571638507174959,0.05050862621358006,0.32743672824312126
2017-08-25,0.1235340839519349,-0.03889797332905639,0.035393166080095365,0.3114205053738742
2017-08-28,0.1326897465423586,-0.03795860122266109,0.029246711556115267,0.32081927869571936
2017-08-29,0.1274896339150268,-0.04864202050885479,0.015531487930017462,0.3160953431216414
2017-08-30,0.1363951979045221,-0.040434973289732626,0.029458724358475363,0.3286609159829504
2017-08-31,0.1401987476719587,-0.026557827901028022,0.011537316469546463,0.3483198010100262
2017-09-01,0.1399619350883896,-0.02821883455523382,0.003100026946385163,0.3529187436895608
2017-09-05,0.1396321989590787,-0.03875014853035862,0.00034811122539816293,0.3469542733311496
2017-09-06,0.1387766289028387,-0.03541151582266782,0.007789794329351763,0.34557438416844116
2017-09-07,0.1413342591691818,-0.03721201228816322,0.002785805667965163,0.35100728901565686
2017-09-08,0.1459684644480874,-0.03465431461031122,0.0004374696229757628,0.35663628583873735
2017-09-11,0.1442832372572387,-0.028165471713721524,0.008661485434902663,0.36939228607859786
2017-09-12,0.1415122997125422,-0.02465042336349072,0.0070206866047999635,0.3694309636322048
2017-09-13,0.1513393302146814,-0.024758172262964822,0.00937308243105726,0.39060942007218274
2017-09-14,0.1458769544029811,-0.036787040944300624,-0.0021404908286760376,0.3895141209681521
2017-09-15,0.14702520222546278,-0.04740771955935552,0.0056759030972168625,0.3943485262775718
2017-09-18,0.1420534569781495,-0.06576648538748803,0.0020021436951342627,0.3929097131483489
2017-09-19,0.1265562920909979,-0.07195631058589654,-0.0029347789616341376,0.38003026657435757
2017-09-20,0.124023964643052,-0.07592206850771102,-0.0048901418776760375,0.3607125579179751
2017-09-21,0.1163639654232156,-0.06704796240788122,-0.010752772151628138,0.3488211292070309
2017-09-22,0.1170069602409616,-0.06768475405525162,-0.01997186318559904,0.34904496897517556
2017-09-25,0.1138394151982791,-0.06464705420406053,-0.010861675281033337,0.3167409572064931
2017-09-26,0.11004288801001821,-0.05183910140917862,-0.017484295838747735,0.3096144429341867
2017-09-27,0.1206610720523643,-0.04437585472805303,-0.024870822098387937,0.3188998213669584
2017-09-28,0.1141014427682107,-0.04942214966626053,-0.024222831089756636,0.30610994620454407
2017-09-29,0.11866198752776219,-0.04325263953635683,-0.026596829815791635,0.3097898822054382
2017-10-02,0.1196616070356636,-0.028511861078894522,-0.029069846550127135,0.3119460450221981
2017-10-03,0.12346471278739869,-0.028148551090765427,-0.029515749145955235,0.32049944224682997
2017-10-04,0.1228713453323494,-0.015756786490374125,-0.02541996151522134,0.3115101479903548
2017-10-05,0.12159664372313421,-0.013576542624408227,-0.030135757363193336,0.32182058828784305
2017-10-06,0.11954140330471989,-0.009814248880158926,-0.029316265089248235,0.3120303185941158
2017-10-09,0.1107172121361038,-0.015245474214380326,-0.04133059544260112,0.3029033320130781
2017-10-10,0.104872790362541,-0.022454832502655127,-0.03545962897906102,0.3051637595536478
2017-10-11,0.0917314252256014,-0.0194775958691331,-0.04109416040222992,0.29035882179566747
2017-10-12,0.0937129800226689,-0.033779905552490296,-0.04096547671679182,0.2847288842829089
2017-10-13,0.0958729924335274,-0.031071553603162296,-0.038093571208728715,0.28636732786219654
2017-10-16,0.0876985714234537,-0.0499464029158202,-0.03810380736617592,0.29584246512230067
2017-10-17,0.08814776911323559,-0.06043696425658889,-0.03346875063710742,0.2928518942929251
2017-10-18,0.0872367241941008,-0.0682147425046399,-0.038806044088789016,0.29841539107835857
2017-10-19,0.0861780730079235,-0.0665535126095357,-0.053433304902493525,0.28076966610028553
2017-10-20,0.0914307548900504,-0.0719907558790965,-0.04315757755370882,0.2891803454305323
2017-10-23,0.08440655893033461,-0.0656076610077785,-0.040514863771113914,0.27569330707186135
2017-10-24,0.0752752309881542,-0.0717270511171238,-0.04086198541248372,0.2679594520172478
2017-10-25,0.06810019699808219,-0.07607586873177409,-0.048303230048178415,0.2469677278772824
2017-10-26,0.054079624858564296,-0.0835174470973538,-0.052139347058356225,0.23427602745220968
2017-10-27,0.0572217971722427,-0.0831436952975537,-0.052048263663878394,0.2519706213375933
2017-10-30,0.0557414658653566,-0.09680650710581859,-0.07566746639043129,0.2492669980661802
2017-10-31,0.060297200734075594,-0.1112288047278433,-0.06073356029705799,0.24449815894578739
2017-11-01,0.06673760688559469,-0.0962813756422406,-0.024416934654229894,0.2474250738381393
2017-11-02,0.06041847264016689,-0.1200999501212864,-0.1018514472449474,0.2584067649335204
2017-11-03,0.058063806886542495,-0.1193786378838688,-0.1014916359858349,0.26260096616776785
2017-11-06,0.063685302796803,-0.11545254773185909,-0.0994177363044251,0.26717390801735597
2017-11-07,0.0662040465388218,-0.1379950926888019,-0.0786073026754517,0.2634693204189396
2017-11-08,0.0717759874862315,-0.1357229745632596,-0.06415665212968509,0.2654399670955154
2017-11-09,0.0692553296956628,-0.12782693619206728,-0.0677879456405669,0.2569960577781184
2017-11-10,0.0667211870068626,-0.1308488431514358,-0.0461256353414633,0.24935954253763698
2017-11-13,0.07530966264440919,-0.1239706196393263,-0.051894974848096395,0.25535985706628117
2017-11-14,0.060548293338977,-0.1371021793686237,-0.0643426799935212,0.23848273891678187
2017-11-15,0.06775597333943394,-0.1322579578569499,-0.0672785778332579,0.23803218226325118
2017-11-16,0.07834488135847974,-0.12557638850802189,-0.0517858955267865,0.25363133582361796
2017-11-17,0.08568639879799925,-0.1133084326338194,-0.04685130061240039,0.2545065778041088
2017-11-20,0.08837205270168244,-0.11240878500338439,-0.03881131709996569,0.24756732040838236
2017-11-21,0.09722169735261023,-0.10871580023052599,-0.036761090115915294,0.2548658752745532
2017-11-22,0.09872457553029533,-0.1001900298008868,-0.04280489417948109,0.25013344473522536
2017-11-24,0.09289400459437264,-0.10294035387616769,-0.043124574920514,0.2505154946385398
2017-11-27,0.08082614759635084,-0.1053289719656769,-0.042510166652015,0.23021819607334118
2017-11-28,0.09406326884069553,-0.09982282948165919,-0.0421368926188403,0.2379703034764475
2017-11-29,0.08632179241728373,-0.1027856895368557,-0.0302744787918676,0.21332425468233998
2017-11-30,0.08521111824178103,-0.10445926624951168,-0.0325171021894976,0.20831183695992528
2017-12-01,0.08992865200162924,-0.0999386335639685,-0.027009085912826497,0.20413063501735929
2017-12-04,0.07927938406104063,-0.10387493122098479,-0.021491267746932996,0.19121213011519594
2017-12-05,0.08743164726735944,-0.09715701987982159,-0.024595822127760496,0.22003919480438916
2017-12-06,0.07886687751002834,-0.09883070371365339,-0.025318698573527094,0.23061283288465997
2017-12-07,0.07477631064946054,-0.1017387203075833,-0.033555375950055,0.23410090008539886
2017-12-08,0.07211700591544681,-0.092113178222978,-0.0373489187956792,0.23849543345589955
2017-12-11,0.08079929100192801,-0.08895526440793139,-0.0328957316402329,0.24430864334991695
2017-12-12,0.0699443553596942,-0.09081932154754449,-0.030376047938707497,0.23769340903995065
2017-12-13,0.06181418735462321,-0.0931556547980133,-0.0293738613948077,0.24647633903556435
2017-12-14,0.05932061133126,-0.0905832986569254,-0.0318327676315704,0.2496584050042455
2017-12-15,0.058249057947962306,-0.0823574389505802,-0.022331034948571797,0.2602087692233214
2017-12-18,0.06657388138656391,-0.0688330246642167,-0.0220765458573199,0.2659583764490586
2017-12-19,0.05613670495580761,-0.0721959536224996,-0.0314430439687736,0.273283478704464
2017-12-20,0.0607984297388615,-0.0728308220295648,-0.043640016849125,0.2768668816115536
2017-12-21,0.06842366213123681,-0.0694701770783745,-0.0350023480058453,0.27409916822555586
2017-12-22,0.06842736205681631,-0.076800368941059,-0.0286923396476882,0.2809953474594896
2017-12-26,0.06504998219134217,-0.0768874590859208,-0.032552814924433,0.2712501085841717
2017-12-27,0.06316067437322898,-0.07077099122958459,-0.0344336056579396,0.2748193244961653
2017-12-28,0.07570936116480846,-0.0681578036390147,-0.0418544503808223,0.2721331294576367
2017-12-29,0.08455425992927686,-0.0665266518323432,-0.039211274878453904,0.28018506760999323
2018-01-02,0.09198910536104565,-0.05240704100176599,-0.0471666566533493,0.3018609442712906
2018-01-03,0.09634381713274835,-0.04553251684168775,-0.0500945934206431,0.3087007512459609
2018-01-04,0.09202517124305926,-0.04158727472155545,-0.0348987648259384,0.3040399901756955
2018-01-05,0.09131987791984315,-0.04351607193390536,-0.0383036092612176,0.3099662823942367
2018-01-08,0.09677994692316885,-0.04506680370423126,-0.0290604781687432,0.31081396721732574
2018-01-09,0.08754095222053376,-0.051771494287148556,-0.0389236960490781,0.2978873383336905
2018-01-10,0.07945299020787466,-0.05315730380823425,-0.044340670476837096,0.28588634232257143
2018-01-11,0.08612577621657966,-0.047564287782987553,-0.0356707782910897,0.29344344213716583
2018-01-12,0.08649092444833535,-0.04978327895365245,-0.030153397241997497,0.29521466690486803
2018-01-16,0.08233726472824357,-0.055005266326899054,-0.015209958960839298,0.28857454199471666
2018-01-17,0.08939391162506166,-0.059311757791196754,0.006282212891272501,0.28749279786587195
2018-01-18,0.09310714397013746,-0.06486580012634255,0.0013922834648161016,0.2962199011462282
2018-01-19,0.09764809288513376,-0.05081957373931736,0.008068599487742701,0.3133389102810164
2018-01-22,0.10652078583054196,-0.04508493195770295,0.0112178064558212,0.31271925586988725
2018-01-23,0.09271077904659897,-0.04938195113266585,0.011008703890894101,0.3040589172078784
2018-01-24,0.10041649419817096,-0.0429926151176883,0.009606464851494401,0.3012317290581099
2018-01-25,0.10162052383532708,-0.0480583134851042,0.008584564427978402,0.3145870927080916
2018-01-26,0.10165002302288867,-0.04586640349706835,0.007446167382130301,0.331142799673445
2018-01-29,0.09407964407814907,-0.05102941769356785,-0.0033264733664750985,0.324027620468189
2018-01-30,0.09041765113388257,-0.06553254070407576,-0.004408598172981698,0.3126561847875627
2018-01-31,0.08650721794948878,-0.06907778661048365,-0.009610963235995,0.314588268488413
2018-02-01,0.08613286666440798,-0.06494542269996645,-0.0028698751835823984,0.2890899679971588
2018-02-02,0.10230331659797896,-0.06628251090276865,-0.024681765899016498,0.29411593390595053
2018-02-05,0.07469524930777727,-0.08058579631372005,-0.06835743400146549,0.2567459101960596
2018-02-06,0.07053945789194137,-0.07616640775532126,-0.0639490350933357,0.2594711192810774
2018-02-07,0.06397451472145765,-0.07508546295128896,-0.07996682387418279,0.2433278577890259
2018-02-08,0.035320865193419274,-0.10133630510373966,-0.116197280467809,0.2042344281317294
2018-02-09,0.02460743178131077,-0.10456404910601386,-0.1227343693517053,0.20529752822092662
2018-02-12,0.03726808009546407,-0.09929598871080596,-0.11688171648726098,0.2130027500246134
