Date,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC
2016-11-16,0.020989265376797794,-0.09869376277721453,0.16335191887729816,0.06788366003982477
2016-11-17,0.04456686588512848,-0.08859132219614252,0.17726235783848376,0.08606524820176936
2016-11-18,0.042642506645722666,-0.1074394241982759,0.16929873529123363,0.07155575142814602
2016-11-21,0.04920526720792984,-0.10177354686592455,0.1858771037957574,0.07843431411806484
2016-11-22,0.033572193563874086,-0.12415141750351544,0.18120449356044888,0.053895791631213996
2016-11-23,0.03978186801312489,-0.11415041096258616,0.16144205926674027,0.053247170672298616
2016-11-24,0.053573774083211734,-0.09127497258079476,0.16069405623024924,0.06447791392369501
2016-11-25,0.04919190469772128,-0.0844501462595183,0.15564675599738131,0.05142507522337264
2016-11-28,0.039946876393439856,-0.07635217119813553,0.15302308555890964,0.0484755990767623
2016-11-29,0.038756115280929704,-0.08481484995357336,0.16567264849006547,0.05970593938952079
2016-11-30,0.03742930075140993,-0.08961930467598156,0.1563702666147334,0.04549009624694128
2016-12-01,0.02790695119878861,-0.10406786572822901,0.14770097210111532,0.02933810810187637
2016-12-02,0.03655684429044781,-0.09613115920198612,0.1495949369655658,0.03237337427325809
2016-12-05,0.04668289556599492,-0.09291020433978703,0.14928101601106036,0.049089169508186814
2016-12-06,0.05672040128320466,-0.09133758033700223,0.1357395944202312,0.05125486859341061
2016-12-07,0.059179645249289314,-0.1093228390283254,0.15506837630588832,0.05602331723627513
2016-12-08,0.05647158897524085,-0.09862256177451934,0.14843405293894918,0.04682835725074125
2016-12-09,0.05470681830183599,-0.09124375978022681,0.16614374642989016,0.04984885109285048
2016-12-12,0.0443678601905253,-0.09692999297878335,0.16256260059071248,0.024610187365095293
2016-12-13,0.053582242940541036,-0.09106112121933763,0.17346225792003245,0.039929252617242394
2016-12-14,0.05825933350868551,-0.07660417782931483,0.17594142051863504,0.046235164155406794
2016-12-15,0.05057907254140426,-0.09589651895640783,0.18015579465067366,0.029192232288508146
2016-12-16,0.05899081801599859,-0.08887903789269413,0.20149776320225743,0.031212752889888284
2016-12-19,0.05412492130357294,-0.08450218038181012,0.19372103917876227,0.024987651271017486
2016-12-20,0.06286463230418737,-0.07601029844907425,0.19498083837499092,0.026513097780389405
2016-12-21,0.05310228787359894,-0.07205465231148189,0.19344231005796653,0.003921132492688939
2016-12-22,0.033126875591825145,-0.07945961697237969,0.20262620890654537,-0.03254618989227637
2016-12-23,0.03502259105413674,-0.06909191356030309,0.20741404153312948,-0.03380165374162397
2016-12-27,0.04330027399277159,-0.06918348308024902,0.20063689895519488,-0.03271360996332612
2016-12-28,0.028389639693171653,-0.08007512984692111,0.1914703040445005,-0.031138297750730903
2016-12-29,0.026861848785240006,-0.08574900156883314,0.1945687003477221,0.004782807038742398
2016-12-30,0.02299206852265001,-0.08138793524637467,0.1911113470025837,-0.007896174601852934
2017-01-03,0.027838029362407535,-0.07212429898839257,0.20755670268616466,0.008835771486933763
2017-01-04,0.034257593059653035,-0.06598742538232094,0.1950541979209891,0.02254296630532099
2017-01-05,0.04797382751385193,-0.04483282793654131,0.18571201887853883,0.05282334817864781
2017-01-06,0.04892012439322224,-0.05430004638075436,0.1831382699771409,0.07504680045558781
2017-01-09,0.046767983535082824,-0.05294950248033259,0.17404640898324697,0.06949577895243392
2017-01-10,0.05039322135777913,-0.04256037913268962,0.18127461363414488,0.0798001045764331
2017-01-11,0.063739227889959,-0.052326776011712095,0.19575842921851305,0.08188659203365695
2017-01-12,0.055897983549498376,-0.055452840692972294,0.1873951127657829,0.07330523978094988
2017-01-13,0.07024912196577449,-0.0584805922110605,0.19486903375591869,0.09924590640494407
2017-01-16,0.07732103027784132,-0.049328436161000355,0.18566594530116998,0.1082147665895386
2017-01-17,0.07653464119058473,-0.04685295303125259,0.16778392009126342,0.11531535458117587
2017-01-18,0.08234937955309707,-0.024712134174531886,0.1627508422561943,0.11643808630519065
2017-01-19,0.08328856238918048,-0.04277080991351323,0.15529112151788727,0.13704375827885734
2017-01-20,0.07708929805054032,-0.057208753047378935,0.1473432743270816,0.12275046238329762
2017-01-23,0.0857666167234854,-0.05143825280845982,0.15523916120898373,0.15193053054132327
2017-01-24,0.09765073938230284,-0.04156201740293086,0.14715678491794526,0.18130014167012126
2017-01-25,0.10292242543000707,-0.03242628649690549,0.15062773194390167,0.1880982241070342
2017-01-26,0.11425818326532677,-0.042825853859075225,0.14914968712652532,0.18874758391904717
2017-01-27,0.11218782287945817,-0.04368635122199349,0.1799395425578777,0.18169553430808066
2017-01-30,0.10796695765491171,-0.053142628047663676,0.18145229349187741,0.16522146298698964
2017-01-31,0.12306960720816806,-0.03250773780688687,0.16784646775290768,0.17075732361820867
2017-02-01,0.11466901472357882,-0.032162272911015255,0.1636235036045186,0.150978695649354
2017-02-02,0.11141538654972827,-0.02608263521003129,0.16465629867966358,0.14750514390619635
2017-02-03,0.0987389349754042,-0.03458187322792183,0.15623619498861752,0.13037359895542472
2017-02-06,0.09276553508582874,-0.03138847862517513,0.14351298827998615,0.12399340190410185
2017-02-07,0.09285728532485282,-0.047006835866178376,0.1476118158976606,0.12292746020775397
2017-02-08,0.0931846191276946,-0.04800378616157719,0.1475384202708211,0.12132737476319916
2017-02-09,0.0947015577860093,-0.04845636245684326,0.16225789906216626,0.13433685924216393
2017-02-10,0.09069828645397227,-0.06011037763620597,0.15493725922694412,0.1404435350227365
2017-02-13,0.07967981038091643,-0.0700632646340702,0.1467064553558003,0.13888084734774014
2017-02-14,0.0835752640494094,-0.05807277508935438,0.14690067232973203,0.15577786571405589
2017-02-15,0.08230994934140634,-0.05101095246097742,0.1520529139394734,0.1561745972059408
2017-02-16,0.07370736677069523,-0.05759515045464081,0.12226249091509267,0.1698164180002258
2017-02-17,0.0784848677472475,-0.05595066913123359,0.19887974544565368,0.17967384404765013
2017-02-20,0.08071386382738599,-0.0502945304803365,0.19574753548541146,0.18101939554230168
2017-02-21,0.09383586690822143,-0.030051332666164776,0.1904257172515983,0.21058306651373032
2017-02-22,0.09518100471398627,-0.03484996790782113,0.18392007663217658,0.21634562683299613
2017-02-23,0.09365178932719997,-0.03513742550272725,0.18053637868968297,0.21476072336926083
2017-02-24,0.09144317082288977,-0.03142149187204335,0.18250558116116256,0.21708080324023998
2017-02-27,0.09408867425710254,-0.02479721537243773,0.15944874490884708,0.22043114358004318
2017-02-28,0.08911952545983981,-0.028669243376715836,0.16967604252380597,0.22202680818944082
2017-03-01,0.08929307509361206,-0.021306078099926906,0.1683618160985083,0.21196035925615037
2017-03-02,0.08225229249299593,-0.017362243335737215,0.1637888373791917,0.21653876499983843
2017-03-03,0.08568495708627666,-0.015973945116052213,0.1704081773845636,0.22464369769090892
2017-03-06,0.07276707681594452,-0.03911541979458022,0.15094804580536714,0.20365651893521414
2017-03-07,0.09830509681422006,-0.0185286190530477,0.18015467253662887,0.2364320611394975
2017-03-08,0.11403793262161677,0.0003257220708449138,0.18880862388368091,0.26461513512061735
2017-03-09,0.10038043966325572,-0.024010723099300635,0.17874750986927646,0.24503548848949125
2017-03-10,0.09434902172121395,-0.034003882847550515,0.16241321928632824,0.2215926962945856
2017-03-13,0.08872189918319728,-0.03822828134697376,0.13862409542917742,0.22304631093354615
2017-03-14,0.08227082739739167,-0.0466444658456131,0.13706000908857519,0.1955823668404953
2017-03-15,0.09132153186160175,-0.04014822632007364,0.14511520720025883,0.2025911550563147
2017-03-16,0.10160427934140215,-0.03690961970518958,0.15156544401945093,0.21448795411979688
2017-03-17,0.10222821041092611,-0.046813218140333346,0.13584525976623796,0.2302091050768143
2017-03-20,0.10350428657012067,-0.04849648186045474,0.13963729385366763,0.22430609449327016
2017-03-21,0.07580423044698148,-0.06944577207157665,0.12223593001399646,0.1835073973182983
2017-03-22,0.070990119479591,-0.0732134904175552,0.12278539100713803,0.18780747569811046
2017-03-23,0.06893121474483199,-0.07745117560532888,0.1356549192834613,0.1788842531757881
2017-03-24,0.07383308436234481,-0.08319650053560634,0.12208772866740059,0.18421596284369973
2017-03-27,0.06796147508341144,-0.07883910196751565,0.12148244327544622,0.17689623969642027
2017-03-28,0.07185812288732873,-0.07549185337955455,0.121586707719185,0.1856957868208316
2017-03-29,0.07731098433823957,-0.07625790783810449,0.11902189250485207,0.1775586548562636
2017-03-30,0.08248056369440837,-0.07629691117823756,0.11882314850571163,0.21567091083558249
2017-03-31,0.07652364233369224,-0.09640249914356513,0.12082520628908922,0.1978221042786819
2017-04-03,0.07166129120100218,-0.09919530897647466,0.12674177476774984,0.21437003308571217
2017-04-04,0.06938576964235588,-0.10099552902862052,0.12080950784619915,0.20387422330709953
2017-04-05,0.06123802615757645,-0.10196071736123002,0.12197216845487391,0.19620701575655858
2017-04-06,0.0656459223957302,-0.09700392635966071,0.13048442007757188,0.18950623569379338
2017-04-07,0.06740517731463203,-0.10347764121092218,0.1414065900267364,0.1832743570501712
2017-04-10,0.07215078538491959,-0.09881307311980836,0.1405053907148629,0.19069503801073856
2017-04-11,0.07058827114215982,-0.10215599568073042,0.13691857444070987,0.19481599067636607
2017-04-12,0.06564164674681561,-0.10771283322250369,0.15057968104459163,0.17856041538425022
2017-04-13,0.06870027162877712,-0.11168652197779749,0.15390124174051467,0.17468598393061457
2017-04-17,0.07037482183303789,-0.12355499598537423,0.15743805516809062,0.18080378908032985
2017-04-18,0.06677106344852979,-0.132336109107431,0.1566738486561715,0.1785521312239547
2017-04-19,0.061842820059891834,-0.13257034696734438,0.12277286879304006,0.1648569457912062
2017-04-20,0.06795973769188846,-0.12489525309423988,0.1275995781422523,0.18200346554700036
2017-04-21,0.0738345824098543,-0.13782571304622349,0.11560857369717659,0.18191299887228224
2017-04-24,0.08204605882899796,-0.1302487604303495,0.1272608699663782,0.1955479333525369
2017-04-25,0.08738125053457191,-0.13115322909449323,0.12695782184220816,0.2027682707482234
2017-04-26,0.09124902593807205,-0.12497368299950185,0.11622513785528032,0.21287296873334854
2017-04-27,0.08660066283503265,-0.12466761825223838,0.11746332563077877,0.20122306183551036
2017-04-28,0.08801482467493127,-0.12125075591647605,0.11393040400811394,0.2034108269406219
2017-05-01,0.09283889793221178,-0.11981525363212209,0.10267201586665742,0.2092514179525185
2017-05-02,0.08995052062082598,-0.1175202742263256,0.09664623955305696,0.20151682099111196
2017-05-03,0.08944475496913151,-0.12831922282415986,0.09619881450782086,0.1864174942368007
2017-05-04,0.0871032673017309,-0.12399057279635994,0.09947891540327258,0.19179597041988267
2017-05-05,0.09899977188237652,-0.11628743642180239,0.10417406643622751,0.20640476147306713
2017-05-08,0.09814674957447411,-0.10246934091526205,0.10204642874037961,0.22750936671293703
2017-05-09,0.09801393818387694,-0.09144210492618354,0.10222426797201711,0.2309753178392489
2017-05-10,0.10133031471533482,-0.09302190636021956,0.1105792399676826,0.23765918361602717
2017-05-11,0.09958802173288017,-0.0898452352243817,0.1055758935554445,0.23764119098285913
2017-05-12,0.09904899570029002,-0.08861484720944812,0.1097077649388789,0.23406055178551105
2017-05-15,0.10420012651865584,-0.08447820069188783,0.1019291094454382,0.23823082754191854
2017-05-16,0.08627702254579006,-0.08997307494055629,0.09678048736517664,0.23090833415081896
2017-05-17,0.06659801018102363,-0.0959409698473066,0.09779829352722691,0.20327782003943623
2017-05-18,0.06841185100044156,-0.10293786876880773,0.10434817154469045,0.2076368045092049
2017-05-19,0.06927206860717516,-0.1070505522746571,0.10579083171238823,0.20888676445160675
2017-05-22,0.06938360069196225,-0.10613039775302113,0.1133979367537733,0.21619484006411044
2017-05-23,0.07742131767293714,-0.10540268011698262,0.1258684700468915,0.21671778106525524
2017-05-24,0.10105164814811207,-0.09091112574194449,0.16595400612265,0.2420595936630931
2017-05-25,0.09584385222738634,-0.10327808566754049,0.1436812339425061,0.24069731055992344
2017-05-26,0.10696416463777669,-0.09511679789120431,0.15223688263187785,0.24895033413112527
2017-05-30,0.11009635906607373,-0.10406433096189383,0.15341414949103316,0.24880893226427409
2017-05-31,0.1059108946347973,-0.1087313259806082,0.13727943811337162,0.24560280576938281
2017-06-01,0.11689942942394727,-0.09767763022063791,0.14686670663184243,0.25659120582822886
2017-06-02,0.12048169138388454,-0.09315179076213465,0.17005559317435137,0.26483121808587223
2017-06-05,0.11330286993348093,-0.09265318422812052,0.16601494343471757,0.2644007234031463
2017-06-06,0.09930078276579601,-0.10203337943588908,0.15338923868140086,0.24804696262743536
2017-06-07,0.09027640713085405,-0.11236514195727032,0.14670617381241868,0.251375275863794
2017-06-08,0.09119568131201283,-0.1097840222524632,0.1400215391921915,0.2571974966901021
2017-06-09,0.08357929863672142,-0.09753597803906411,0.13008458843456028,0.23066231423306754
2017-06-12,0.07973850815428207,-0.0956896584260375,0.12676584182169348,0.22604869854915483
2017-06-13,0.08556364383022452,-0.09132525301669114,0.12737712581215188,0.23384894036064569
2017-06-14,0.08547217066305168,-0.07468467105561793,0.1381319922961156,0.23828121464093016
2017-06-15,0.07682154325265722,-0.07849107681891077,0.12848676638100265,0.23243244451216166
2017-06-16,0.08317409884702287,-0.08108509560788668,0.11526006485216367,0.23661882601242595
2017-06-19,0.09170095606548334,-0.07001086899711484,0.13007935111675217,0.24528777223409753
2017-06-20,0.07617722370056723,-0.07315902209653291,0.12699296905803392,0.22443788387135416
2017-06-21,0.07847138470726445,-0.06106263811758017,0.12590008250615337,0.2468241043487484
2017-06-22,0.08489061287839228,-0.0496480495508711,0.12560430245136156,0.25632171592389524
2017-06-23,0.08739171661191081,-0.06065615423788895,0.11337103993622033,0.26227036305371104
2017-06-26,0.10458534354631743,-0.04943243360986971,0.12962724690675365,0.2821333783995145
2017-06-27,0.09775919125161103,-0.048200896055799025,0.1170749555704409,0.2619506535955158
2017-06-28,0.11584526908935777,-0.04488480730671707,0.12562838746749028,0.28336791926281585
2017-06-29,0.10672105527087505,-0.040130995706673445,0.09389111783338322,0.25643120428147975
2017-06-30,0.11323236922513691,-0.03321601209730729,0.09298144987288004,0.2584245323835857
2017-07-03,0.10246371311818658,-0.04153062744452796,0.0808935235515662,0.24864475038963435
2017-07-05,0.10199492057063397,-0.044671777427863546,0.08147004665309232,0.25789116019789066
2017-07-06,0.1010340532673405,-0.06037970117055447,0.07384244018365094,0.2493069316435214
2017-07-07,0.10654582775643628,-0.055030319369273495,0.07912380657595341,0.2552610097281431
2017-07-10,0.10733856574950129,-0.054088748426623146,0.06797897577562395,0.2681654480272763
2017-07-11,0.11341948135244218,-0.05607427658185771,0.08302089278897185,0.28208005393511665
2017-07-12,0.12634437652808284,-0.04010221929344138,0.09803659214869587,0.30532704647980596
2017-07-13,0.1357036471146249,-0.034229543841927224,0.10462724744420981,0.31573163578727065
2017-07-14,0.13805314832356275,-0.02196224678581027,0.10993955203060035,0.31984784798060956
2017-07-17,0.1352561033199825,-0.014504272073100344,0.09923434376899642,0.311542613797172
2017-07-18,0.1452669023973644,-0.02073091596656007,0.10552174350511889,0.33665440009600917
2017-07-19,0.15746281809458518,-0.006299255411947979,0.10995922628130828,0.3620993454124943
2017-07-20,0.1682883194243513,0.030917463480959473,0.12864587396237204,0.3681577905831614
2017-07-21,0.16140533269488044,0.019841106477264114,0.15116878118449706,0.3655153613171131
2017-07-24,0.13930487133896396,0.0034914972521548054,0.12948819477943507,0.35281174312819935
2017-07-25,0.14192659546298247,0.011224864785737474,0.11869412593223538,0.3446137278148041
2017-07-26,0.14232992309172654,0.012594024287648662,0.12074121142942151,0.3542522130044273
2017-07-27,0.15026899845267905,0.0076391080354715184,0.12659612129920506,0.3467616545659787
2017-07-28,0.15078714688031836,0.006299741911251931,0.12279662737332908,0.35246080604326707
2017-07-31,0.1644873623039681,0.003542207871911394,0.13312930195187167,0.37774044644460475
2017-08-01,0.15266163391028442,0.00978715173010791,0.111598702566432,0.35398716246507517
2017-08-02,0.14967698443788635,0.012108684908266661,0.10125577555021725,0.3379644863996754
2017-08-03,0.14005708540473583,-0.010257757572842648,0.0894565089284095,0.32621500998030567
2017-08-04,0.1338478264865316,-0.01568647113187372,0.09460159266787949,0.33970955468423586
2017-08-07,0.13128116373598997,-0.03214611423541803,0.08508241355448998,0.3478597782306189
2017-08-08,0.12732354849447736,-0.03112040159348351,0.07121842712403093,0.3476682429353725
2017-08-09,0.13191499915747473,-0.04176508030904914,0.08803703824936149,0.34803495911554466
2017-08-10,0.13191499915747473,-0.04176508030904914,0.08803703824936149,0.34803495911554466
2017-08-11,0.1301199614807157,-0.041265168566352435,0.08249858312386704,0.3464011577710721
2017-08-14,0.1435423439936887,-0.0445745958870929,0.09011066557623126,0.3601451759121869
2017-08-15,0.13849971452575094,-0.034298700697803726,0.0800869173801656,0.33552450368780257
2017-08-16,0.14010564763696287,-0.034853741794797395,0.10059336316365775,0.3449952378848045
2017-08-17,0.1460756304330103,-0.033386713833069244,0.09455396375590597,0.3405912932959881
2017-08-18,0.14758692960295328,-0.03506344746166579,0.08615368235950693,0.3470574781011328
2017-08-21,0.14057826197556644,-0.04068408572490468,0.09230221461122745,0.3433254119222859
2017-08-22,0.1385215662942061,-0.03252199365146025,0.10064901013598992,0.35454471703337703
2017-08-23,0.12326122216220214,-0.029247633165218064,0.06379941428640723,0.32954088356607186
2017-08-24,0.12186539301867483,-0.03571638507175013,0.05050862621358021,0.32743672824312314
2017-08-25,0.12353408395193699,-0.038897973329056874,0.03539316608009557,0.31142050537387606
2017-08-28,0.13268974654236088,-0.0379586012226616,0.029246711556115357,0.3208192786957212
2017-08-29,0.1274896339150291,-0.04864202050885536,0.015531487930017462,0.31609534312164317
2017-08-30,0.13639519790452448,-0.04043497328973312,0.02945872435847552,0.32866091598295216
2017-08-31,0.14019874767196117,-0.02655782790102846,0.011537316469546477,0.3483198010100281
2017-09-01,0.13996193508839205,-0.028218834555234225,0.003100026946385226,0.3529187436895626
2017-09-05,0.13963219895908108,-0.03875014853035897,0.0003481112253981289,0.3469542733311514
2017-09-06,0.13877662890284104,-0.03541151582266811,0.007789794329351785,0.34557438416844305
2017-09-07,0.14133425916918418,-0.03721201228816363,0.002785805667965157,0.35100728901565875
2017-09-08,0.14596846444808975,-0.03465431461031155,0.00043746962297574934,0.35663628583873924
2017-09-11,0.14428323725724101,-0.028165471713721864,0.008661485434902635,0.3693922860785998
2017-09-12,0.14151229971254453,-0.024650423363490888,0.007020686604799816,0.3694309636322068
2017-09-13,0.15133933021468382,-0.024758172262964957,0.009373082431057052,0.39060942007218485
2017-09-14,0.14587695440298343,-0.03678704094430086,-0.0021404908286762926,0.38951412096815424
2017-09-15,0.1470252022254651,-0.04740771955935586,0.00567590309721677,0.39434852627757394
2017-09-18,0.14205345697815164,-0.06576648538748853,0.0020021436951341816,0.39290971314835105
2017-09-19,0.12655629209099994,-0.07195631058589702,-0.0029347789616341905,0.3800302665743596
2017-09-20,0.1240239646430541,-0.07592206850771144,-0.0048901418776761164,0.360712557917977
2017-09-21,0.11636396542321759,-0.06704796240788169,-0.01075277215162829,0.34882112920703273
2017-09-22,0.11700696024096369,-0.0676847540552521,-0.019971863185599185,0.3490449689751774
2017-09-25,0.11383941519828122,-0.06464705420406092,-0.010861675281033437,0.3167409572064948
2017-09-26,0.11004288801002027,-0.05183910140917902,-0.01748429583874789,0.3096144429341883
2017-09-27,0.12066107205236642,-0.04437585472805339,-0.024870822098388205,0.3188998213669602
2017-09-28,0.11410144276821277,-0.049422149666260906,-0.024222831089756983,0.30610994620454585
2017-09-29,0.11866198752776436,-0.04325263953635716,-0.026596829815792037,0.30978988220543996
2017-10-02,0.11966160703566575,-0.028511861078894807,-0.029069846550127457,0.31194604502219986
2017-10-03,0.12346471278740101,-0.02814855109076564,-0.029515749145955564,0.32049944224683186
2017-10-04,0.12287134533235167,-0.015756786490374153,-0.025419961515221638,0.31151014799035653
2017-10-05,0.1215966437231365,-0.013576542624408217,-0.03013575736319363,0.3218205882878448
2017-10-06,0.11954140330472218,-0.009814248880158916,-0.02931626508924856,0.3120303185941174
2017-10-09,0.11071721213610597,-0.015245474214380383,-0.041330595442601537,0.3029033320130797
2017-10-10,0.10487279036254304,-0.02245483250265523,-0.03545962897906141,0.30516375955364944
2017-10-11,0.0917314252256034,-0.019477595869133113,-0.04109416040223035,0.29035882179566913
2017-10-12,0.09371298002267092,-0.03377990555249044,-0.04096547671679229,0.2847288842829105
2017-10-13,0.09587299243352942,-0.031071553603162383,-0.03809357120872914,0.28636732786219815
2017-10-16,0.0876985714234556,-0.04994640291582031,-0.03810380736617636,0.29584246512230233
2017-10-17,0.08814776911323752,-0.060436964256588954,-0.03346875063710786,0.29285189429292674
2017-10-18,0.08723672419410278,-0.06821474250463999,-0.038806044088789626,0.2984153910783604
2017-10-19,0.08617807300792546,-0.06655351260953579,-0.053433304902494205,0.28076966610028725
2017-10-20,0.09143075489005248,-0.07199075587909676,-0.043157577553709414,0.289180345430534
2017-10-23,0.08440655893033655,-0.0656076610077787,-0.04051486377111446,0.27569330707186307
2017-10-24,0.07527523098815603,-0.07172705111712407,-0.0408619854124842,0.2679594520172495
2017-10-25,0.0681001969980839,-0.07607586873177441,-0.04830323004817905,0.246967727877284
2017-10-26,0.05407962485856599,-0.0835174470973542,-0.05213934705835688,0.23427602745221127
2017-10-27,0.057221797172244404,-0.08314369529755405,-0.052048263663879046,0.2519706213375949
2017-10-30,0.05574146586535833,-0.09680650710581906,-0.07566746639043198,0.24926699806618163
2017-10-31,0.060297200734077405,-0.1112288047278438,-0.060733560297058675,0.2444981589457888
2017-11-01,0.0667376068855966,-0.09628137564224093,-0.02441693465423056,0.24742507383814089
2017-11-02,0.06041847264016875,-0.12009995012128682,-0.10185144724494799,0.25840676493352205
2017-11-03,0.058063806886544334,-0.11937863788386915,-0.10149163598583544,0.26260096616776957
2017-11-06,0.06368530279680484,-0.11545254773185942,-0.09941773630442563,0.2671739080173577
2017-11-07,0.06620404653882361,-0.13799509268880228,-0.07860730267545213,0.26346932041894117
2017-11-08,0.07177598748623326,-0.13572297456326,-0.06415665212968547,0.2654399670955169
2017-11-09,0.0692553296956645,-0.12782693619206753,-0.06778794564056734,0.2569960577781199
2017-11-10,0.06672118700686436,-0.13084884315143597,-0.04612563534146363,0.24935954253763853
2017-11-13,0.07530966264441097,-0.12397061963932643,-0.0518949748480968,0.2553598570662828
2017-11-14,0.06054829333897871,-0.1371021793686239,-0.06434267999352172,0.23848273891678334
2017-11-15,0.06775597333943573,-0.13225795785694994,-0.06727857783325841,0.23803218226325268
2017-11-16,0.0783448813584815,-0.125576388508022,-0.05178589552678703,0.25363133582361946
2017-11-17,0.0856863987980011,-0.1133084326338194,-0.04685130061240084,0.2545065778041102
2017-11-20,0.08837205270168424,-0.11240878500338447,-0.03881131709996599,0.24756732040838364
2017-11-21,0.0972216973526121,-0.10871580023052596,-0.03676109011591566,0.25486587527455445
2017-11-22,0.09872457553029723,-0.10019002980088665,-0.04280489417948152,0.25013344473522664
2017-11-24,0.09289400459437447,-0.10294035387616762,-0.04312457492051436,0.2505154946385411
2017-11-27,0.08082614759635254,-0.10532897196567681,-0.042510166652015347,0.23021819607334243
2017-11-28,0.09406326884069738,-0.09982282948165899,-0.04213689261884068,0.23797030347644882
2017-11-29,0.08632179241728555,-0.10278568953685552,-0.030274478791867954,0.21332425468234123
2017-11-30,0.08521111824178285,-0.10445926624951152,-0.03251710218949799,0.20831183695992656
2017-12-01,0.08992865200163103,-0.09993863356396826,-0.027009085912826913,0.20413063501736045
2017-12-04,0.07927938406104229,-0.10387493122098457,-0.02149126774693344,0.19121213011519705
2017-12-05,0.08743164726736108,-0.09715701987982128,-0.024595822127760902,0.22003919480439033
2017-12-06,0.07886687751002996,-0.0988307037136531,-0.02531869857352742,0.2306128328846611
2017-12-07,0.07477631064946222,-0.10173872030758302,-0.03355537595005531,0.23410090008540002
2017-12-08,0.07211700591544845,-0.0921131782229776,-0.037348918795679587,0.23849543345590068
2017-12-11,0.08079929100192973,-0.088955264407931,-0.03289573164023318,0.24430864334991803
2017-12-12,0.0699443553596959,-0.09081932154754413,-0.03037604793870785,0.23769340903995156
2017-12-13,0.06181418735462474,-0.09315565479801302,-0.02937386139480802,0.24647633903556526
2017-12-14,0.05932061133126143,-0.09058329865692516,-0.031832767631570724,0.24965840500424646
2017-12-15,0.058249057947963756,-0.08235743895057979,-0.022331034948572026,0.2602087692233224
2017-12-18,0.06657388138656539,-0.06883302466421615,-0.022076545857320107,0.2659583764490597
2017-12-19,0.056136704955808914,-0.07219595362249909,-0.03144304396877384,0.27328347870446507
2017-12-20,0.060798429738862736,-0.07283082202956426,-0.04364001684912533,0.27686688161155476
2017-12-21,0.06842366213123807,-0.069470177078374,-0.03500234800584545,0.27409916822555697
2017-12-22,0.06842736205681754,-0.07680036894105857,-0.028692339647688248,0.2809953474594909
2017-12-26,0.06504998219134339,-0.07688745908592032,-0.03255281492443318,0.2712501085841729
2017-12-27,0.06316067437323014,-0.07077099122958419,-0.03443360565793996,0.2748193244961667
2017-12-28,0.07570936116480975,-0.06815780363901425,-0.041854450380822694,0.27213312945763807
2017-12-29,0.08455425992927823,-0.06652665183234274,-0.03921127487845433,0.28018506760999456
2018-01-02,0.09198910536104699,-0.05240704100176552,-0.04716665665334985,0.301860944271292
2018-01-03,0.09634381713274964,-0.04553251684168724,-0.05009459342064371,0.30870075124596247
2018-01-04,0.09202517124306042,-0.04158727472155499,-0.0348987648259389,0.3040399901756971
2018-01-05,0.0913198779198443,-0.04351607193390483,-0.03830360926121812,0.30996628239423835
2018-01-08,0.09677994692317016,-0.04506680370423077,-0.029060478168743575,0.3108139672173273
2018-01-09,0.08754095222053493,-0.05177149428714811,-0.038923696049078416,0.29788733833369213
2018-01-10,0.07945299020787577,-0.0531573038082338,-0.04434067047683743,0.285886342322573
2018-01-11,0.0861257762165808,-0.04756428778298716,-0.03567077829109,0.2934434421371674
2018-01-12,0.0864909244483365,-0.04978327895365209,-0.030153397241997726,0.2952146669048696
2018-01-16,0.08233726472824465,-0.05500526632689873,-0.015209958960839431,0.28857454199471827
2018-01-17,0.08939391162506272,-0.05931175779119657,0.0062822128912725095,0.2874927978658736
2018-01-18,0.09310714397013853,-0.06486580012634247,0.0013922834648161246,0.2962199011462298
2018-01-19,0.09764809288513487,-0.050819573739317225,0.008068599487742856,0.31333891028101807
2018-01-22,0.10652078583054325,-0.0450849319577028,0.011217806455821377,0.31271925586988886
2018-01-23,0.09271077904660019,-0.04938195113266575,0.011008703890894256,0.3040589172078801
2018-01-24,0.10041649419817233,-0.04299261511768815,0.009606464851494634,0.3012317290581115
2018-01-25,0.10162052383532849,-0.04805831348510414,0.008584564427978614,0.3145870927080932
2018-01-26,0.10165002302289006,-0.045866403497068275,0.007446167382130553,0.3311427996734467
2018-01-29,0.09407964407815039,-0.051029417693567836,-0.003326473366474847,0.3240276204681906
2018-01-30,0.09041765113388389,-0.06553254070407577,-0.004408598172981448,0.31265618478756424
2018-01-31,0.08650721794949012,-0.0690777866104837,-0.009610963235994752,0.31458826848841454
2018-02-01,0.08613286666440934,-0.06494542269996639,-0.00286987518358206,0.2890899679971603
2018-02-02,0.10230331659798031,-0.0662825109027686,-0.024681765899016272,0.294115933905952
2018-02-05,0.07469524930777849,-0.08058579631371998,-0.06835743400146532,0.2567459101960609
2018-02-06,0.0705394578919426,-0.07616640775532124,-0.0639490350933355,0.25947111928107874
2018-02-07,0.06397451472145876,-0.07508546295128893,-0.07996682387418275,0.24332785778902716
2018-02-08,0.03532086519342026,-0.10133630510373981,-0.11619728046780897,0.2042344281317307
2018-02-09,0.02460743178131164,-0.10456404910601413,-0.12273436935170523,0.2052975282209279
2018-02-12,0.037268080095465006,-0.09929598871080614,-0.11688171648726098,0.21300275002461472
